"","identifier","topic_num","weight","Department","identifier1","topic_num1","weight1","Department1","source","target"
"50","f32b8xv8","topic25",0.0438326631,"Electrical and Computer Engineering","f357194n","topic25",0.000914,"Education",144,182
"51","f3sf2t4w","topic7",0.02360330092,"History","f3vt1q1b","topic7",0.03450647084,"Environmental Science and Management",1369,1381
"52","f3n29txt","topic19",0.000355,"Materials","f3n877qd","topic19",0.000507,"Computer Science",1125,992
"53","f33f4mhw","topic7",0.02008317711,"Sociology","f3br8qbp","topic7",0.005718086139,"History",207,496
"54","f3b27sg1","topic19",0.000364,"Economics","f3qr4v7w","topic19",0.000503,"Psychology",606,1139
"55","f39p2zrp","topic19",0.02197588555,"Computer Science","f3pn93qm","topic19",0.000588,"Psychology",581,1077
"56","f31j97v4","topic25",0.001044068565,"Geography","f3gm85f8","topic25",0.07978843653,"Materials",98,725
"57","f30863fw","topic14",0.009220019235,"Geography","f3qf8qt8","topic14",0.0366093363,"Religious Studies",20,1121
"58","f38c9t7j","topic21",0.530576681,"Electrical and Computer Engineering","f3xd0ztn","topic21",0.009263168092,"Linguistics",504,1480
"59","f3w9579s","topic7",0.001733409413,"Religious Studies","f3xk8cq1","topic7",0.04570757117,"Economics",1500,1492
"60","f3348hgm","topic25",0.08718031784,"Chemistry","f39w0cdg","topic25",0.001471949536,"Spanish and Portuguese",191,440
"61","f3rv0nht","topic26",0.03650468274,"Electrical and Computer Engineering","f3z0368p","topic26",0.000149,"Mechanical Engineering",1342,1515
"62","f34f1nxv","topic7",0.06079585011,"Sociology","f35d8ptj","topic7",0.000974,"Materials",269,193
"63","f3cf9n39","topic25",0.1241343763,"Computer Science","f3kd1w1s","topic25",0.1018567856,"Chemistry",688,885
"64","f3154f15","topic19",0.000538,"Applied Mathematics","f3ng4nmz","topic19",0.00034,"Ecology, Evolution and Marine Biology",70,1007
"65","f3c24tc8","topic25",0.001072408418,"Electrical and Computer Engineering","f3k072cg","topic25",0.08273664427,"Materials",663,865
"66","f3862dkp","topic7",0.259678997,"Counseling, Clinical and School Psychology","f38w3b9j","topic7",0.2809276154,"Psychology",493,383
"67","f3251g43","topic25",0.05456759001,"Physics","f3542kk4","topic25",0.03815970425,"Computer Science",130,178
"68","f3mk6b13","topic26",0.00046,"Economics","f3pz56sb","topic26",0.01245473637,"Electrical and Computer Engineering",1102,1090
"69","f3hd7srm","topic25",0.02157513397,"Music","f3zw1j3s","topic25",0.001540836836,"Chicana and Chicano Studies",919,1572
"70","f3668b4p","topic7",0.01719527986,"Molecular, Cellular and Developmental Biology","f3w9579s","topic7",0.001733409413,"Religious Studies",372,1416
"71","f3c24tdq","topic14",0.01012212951,"Physics","f3qj7f9w","topic14",0.06001904021,"Computer Science",664,1128
"72","f3610x8r","topic7",0.001782167453,"Art History","f3vx0dps","topic7",0.000787,"Computer Science",360,1393
"73","f38050p4","topic25",0.02303747269,"Religious Studies","f3v69gps","topic25",0.000889,"Sociology",479,1350
"74","f3r49qkq","topic7",0.1513575033,"Education","f3r78c4d","topic7",0.3269966555,"Counseling, Clinical and School Psychology",1305,1168
"75","f31834n5","topic7",0.000911,"Chemical Engineering","f31j97zg","topic7",0.001581930184,"Art History",79,35
"76","f3fx77d2","topic25",0.03705623389,"Anthropology","f3tq5zg7","topic25",0.02310748387,"Spanish and Portuguese",837,1317
"77","f3bg2m2t","topic7",0.006917210104,"Geological Sciences","f3pc309z","topic7",0.001259576697,"Materials",628,1055
"78","f38p5xf2","topic7",0.004854410578,"Chemical Engineering","f3t43r8f","topic7",0.002108340905,"Film and Media Studies",519,1287
"79","f357190v","topic17",0.0117725236,"Counseling, Clinical and School Psychology","f3wm1d7j","topic17",0.000396,"Computer Science",311,1434
"80","f3d798hc","topic19",0.0162732908,"Comparative Literature","f3z899h3","topic19",0.000486,"Sociology",737,1532
"81","f3416v74","topic7",0.000801,"Materials","f3kk98pm","topic7",0.0137430291,"Biomolecular Science and Engineering",245,894
"82","f33f4mr1","topic17",0.000302,"Theater Studies","f3ht2mg6","topic17",3e-04,"Theater and Dance",211,796
"83","f34t6gf6","topic17",0.000493,"Mathematics","f3xp734r","topic17",0.1421949772,"Counseling, Clinical and School Psychology",290,1499
"84","f3r78c5v","topic25",0.2117162315,"Geography","f3v122ss","topic25",0.02016062413,"Education, Joint Program Cal Poly SLO",1307,1339
"85","f33b5zxr","topic25",0.05026041243,"Education","f3th8jp1","topic25",0.001033147632,"Anthropology",206,1306
"86","f31v5bxv","topic7",0.0821468108,"and San Diego State University. Geography","f3t43r8f","topic7",0.002108340905,"Film and Media Studies",114,1287
"87","f34t6ggn","topic17",0.02497877058,"Molecular, Cellular and Developmental Biology","f3s180nt","topic17",0.000465,"Education",291,1217
"88","f3wq020x","topic7",0.01882401801,"Computer Science","f3xk8fcc","topic7",0.001188682865,"Materials",1515,1493
"89","f3dr2sk0","topic25",0.009463805194,"Ecology, Evolution and Marine Biology","f3zg6qc6","topic25",0.121732959,"Materials",766,1544
"90","f3ns0rtg","topic7",0.005329108978,"Computer Science","f3ww7fs5","topic7",0.01278870056,"Chemical Engineering",1168,1451
"91","f37942vm","topic9",0.1900050409,"Chemistry","f3bg2m55","topic9",0.5364933923,"Physics",440,481
"92","f31g0jb1","topic25",0.01171706723,"Geological Sciences","f33r0qv6","topic25",0.007077467661,"Counseling, Clinical and School Psychology",88,110
"93","f3c53hzt","topic25",0.01004607925,"English","f3kh0kf3","topic25",0.07624683563,"Geography, Joint Program SDSU",673,890
"94","f31c1v0m","topic28",0.05720232882,"Biomolecular Science and Engineering","f3g44n6k","topic28",0.00496698043,"Chemistry",83,693
"95","f34x55xd","topic25",0.001471949536,"Global and International Studies","f3w9579s","topic25",0.008190847791,"Religious Studies",297,1416
"96","f30863gb","topic19",0.000311,"Chemistry and Biochemistry","f32v2d2n","topic19",0.000374,"Computer Science",21,71
"97","f34749pn","topic19",0.004588426947,"Computer Science","f38p5xf2","topic19",0.000271,"Chemical Engineering",258,373
"98","f38k772k","topic26",0.1214235848,"Computer Science","f3d50jzd","topic26",0.003756690562,"Environmental Science and Management",514,580
"99","f31c1ttz","topic25",0.000982,"Chemistry","f34j0c94","topic25",0.2110013319,"Computer Science",81,151
"100","f3tt4nx0","topic25",0.1453419683,"Electrical and Computer Engineering","f3vt1q6k","topic25",0.03437414481,"Biomolecular Science and Engineering",1438,1384
"101","f3hq3wvs","topic25",0.05197391677,"Materials","f3zw1j3s","topic25",0.001540836836,"Chicana and Chicano Studies",937,1572
"102","f3057d1k","topic7",0.00732124092,"History","f33f4msg","topic7",0.05786198134,"Computer Science - Engineering",14,99
"103","f3ww7ftm","topic7",0.02312393412,"Spanish and Portuguese","f3xg9pb5","topic7",0.04454044254,"Earth Science",1521,1487
"104","f39z92t7","topic19",4e-04,"Computer Science","f3bk19bb","topic19",0.03817415122,"Electrical and Computer Engineering",597,483
"105","f32v2d2n","topic22",0.02146859597,"Computer Science","f38g8hw0","topic22",0.08434780964,"Electrical and Computer Engineering",172,366
"106","f38p5xm9","topic19",0.000931,"Chemistry","f3jq0z0k","topic19",0.01525828866,"Materials",522,847
"107","f3fj2dv8","topic25",0.0492640382,"Materials","f3mp517q","topic25",0.000737,"Mechanical Engineering",811,959
"108","f3542kpg","topic7",0.02671670364,"Molecular, Cellular and Developmental Biology","f3wq01xm","topic7",0.003159816782,"Mechanical Engineering",305,1437
"109","f3f769gh","topic19",0.08740977427,"Psychology","f3gh9g3v","topic19",0.000884,"Mathematics",794,721
"110","f3dn430t","topic19",0.08779744039,"Anthropology","f3sn073q","topic19",3e-04,"Spanish and Portuguese",756,1254
"111","f3668b37","topic25",0.001603368254,"Sociology","f3988547","topic25",0.06876844197,"Mathematics",371,411
"112","f3dr2smf","topic25",0.0104859058,"Psychology","f3wm1bk6","topic25",0.1900901558,"Computer Science - Engineering",767,1433
"113","f34f1nn8","topic9",0.02780340552,"Chemistry","f3959fnm","topic9",0.08123855883,"Materials",265,404
"114","f3j67dw3","topic19",0.000469,"Comparative Literature","f3vm49dc","topic19",0.000573,"Music",966,1374
"115","f38g8hvj","topic7",0.01028899927,"Materials","f3d21vs7","topic7",0.1270559217,"Ecology, Evolution and Marine Biology",511,578
"116","f39k487d","topic7",0.001902579641,"Art History","f3b27sd4","topic7",0.2604319515,"Psychology",575,454
"117","f3bg2kw5","topic17",0.03786596568,"History","f3cj8bnd","topic17",0.03811082094,"History of Art and Architecture",625,543
"118","f38050qk","topic8",0.07785486997,"Psychology","f3zp4467","topic8",0.009737817165,"Spanish and Portuguese",480,1557
"119","f37p8wk8","topic7",0.00114053748,"Mechanical Engineering","f3jm27pk","topic7",0.07601148954,"Film and Media Studies",465,841
"120","f3707zhx","topic7",0.07657153266,"Religious Studies","f3n29txt","topic7",0.09256069552,"Materials",418,980
"121","f3765f43","topic25",0.000545,"Physics","f3pc30j3","topic25",0.07279250725,"Chemical Engineering",435,1061
"122","f3cr5rb8","topic19",0.000241,"Electrical and Computer Engineering","f3sq8xmf","topic19",0.03225311353,"Sociology",705,1262
"123","f36t0jt9","topic19",0.000713,"Communication","f3js9nkk","topic19",0.000794,"Education, Joint Program Cal Poly SLO",410,854
"124","f36h4ffj","topic17",0.5044298815,"Education","f3nc5z4r","topic17",0.01965679181,"Sociology",391,998
"125","f300006g","topic25",0.02638127691,"Education","f3f47mbs","topic25",0.2548394468,"Mechanical Engineering",4,640
"126","f3ng4ntn","topic19",0.000412,"Chemistry","f3xp732v","topic19",0.000555,"Psychology",1156,1497
"127","f32n50d7","topic7",0.001406360131,"Physics","f3mp517q","topic7",0.06060078063,"Mechanical Engineering",162,959
"128","f3gh9g2d","topic25",0.01439267859,"Electrical and Computer Engineering","f3vm496p","topic25",0.009880309226,"Global and International Studies",873,1370
"129","f39p2zmw","topic4",0.5330909393,"Materials","f3s46q3m","topic4",0.02178067823,"Physics",580,1226
"130","f3qr4v7w","topic19",0.000503,"Psychology","f3xw4gw3","topic19",0.03224946517,"Dramatic Art",1280,1510
"131","f3b56gpn","topic25",0.05292543484,"Chemistry","f3q81cwn","topic25",0.02335310169,"Department of Economics",609,1114
"132","f33x84ms","topic19",0.000332,"Ecology, Evolution and Marine Biology","f3pc30cv","topic19",0.00032,"Geological Sciences",236,1057
"133","f38s4n3x","topic25",0.01096600765,"Classics","f3k935gn","topic25",0.009934417753,"Environmental Science and Management",528,878
"134","f31z42j8","topic17",0.000273,"English","f3cn71wg","topic17",0.00037,"Religious Studies",122,545
"135","f3p26w32","topic22",0.04863163761,"Statistics and Applied Probability","f3zw1hwp","topic22",0.6299222051,"Psychology",1183,1569
"136","f34f1nvz","topic19",0.000304,"Geological Sciences","f37942sq","topic19",0.000493,"Education",267,298
"137","f30z715r","topic19",0.000522,"Psychology","f3862dm4","topic19",0.3904733262,"History",58,350
"138","f3571936","topic18",0.2084588583,"Media Arts and Technology","f3vh5kxr","topic18",0.02755807782,"English",312,1366
"139","f3bg2kxm","topic17",0.000323,"Electrical and Computer Engineering","f3ff3qhv","topic17",0.000317,"Music",626,655
"140","f3bk19hk","topic7",0.000763,"Electrical and Computer Engineering","f3p55kn5","topic7",0.05935462857,"Mechanical Engineering",635,1046
"141","f31c1v2h","topic28",0.04905007252,"Psychological and Brain Sciences","f3w66hxh","topic28",0.0140370728,"History",85,1410
"142","f36d5r51","topic19",0.000308,"Electrical and Computer Engineering","f3mp51dz","topic19",0.000873,"Electrical and Computer Engineering",387,961
"143","f31834gx","topic19",0.000534,"Mathematics","f3t72fd5","topic19",0.02089725412,"Political Science",77,1288
"144","f31v5c22","topic19",0.000414,"Religious Studies","f3ws8rcv","topic19",0.00033,"Spanish and Portuguese",116,1444
"145","f36w99wd","topic19",0.001786612473,"Comparative Literature","f3765f43","topic19",0.000193,"Physics",416,295
"146","f37942t5","topic25",0.06994191468,"Feminist Studies","f38w3b9j","topic25",0.001174418069,"Psychology",439,383
"147","f31j97qb","topic25",0.007666482559,"Sociology","f3cc0xsg","topic25",0.000958,"Education",96,531
"148","f30z717n","topic19",0.000272,"Electrical and Computer Engineering","f3hx19v2","topic19",0.000454,"Counseling, Clinical and School Psychology",60,800
"149","f35t3hfs","topic7",0.1677729169,"Communication","f3zw1j3s","topic7",0.001976780314,"Chicana and Chicano Studies",348,1572
"150","f3hd7skc","topic7",0.001265868131,"Religious Studies","f3tm79xx","topic7",0.004638822694,"Materials",916,1316
"151","f32805jd","topic7",0.1060807545,"Chicana and Chicano Studies","f3fb50x8","topic7",0.006521334314,"Mathematics",135,649
"152","f3b27sd4","topic7",0.2604319515,"Psychology","f3kh0kh0","topic7",0.119366524,"Education",604,892
"153","f3fj2dwq","topic7",0.009227628538,"Materials","f3hh6jw5","topic7",0.05216922649,"Media Arts and Technology",812,778
"154","f3668b37","topic19",0.000569,"Sociology","f3c53j14","topic19",0.1336886357,"History",371,523
"155","f3bp02mp","topic7",0.004521682825,"Chicana and Chicano studies","f3x0650h","topic7",0.002073835922,"Physics",642,1454
"156","f35q4t8m","topic17",0.000256,"Music","f37s7kq0","topic17",0.000449,"Physics",347,324
"157","f3hq3wvs","topic25",0.05197391677,"Materials","f3vd6wd3","topic25",0.03581368156,"Physics",937,1361
"158","f3cr5rfm","topic17",0.09270442882,"History","f3mc8x62","topic17",0.000685,"Mathematics",706,943
"159","f3p55kn5","topic19",0.000573,"Mechanical Engineering","f3z899mf","topic19",0.000248,"Comparative Literature",1191,1534
"160","f3668b4p","topic25",0.08560842425,"Molecular, Cellular and Developmental Biology","f36d5r4k","topic25",0.07846105645,"Mechanical Engineering",372,250
"161","f31n7z8g","topic25",0.008510845635,"Chicana and Chicano Studies","f3rj4gdt","topic25",0.04617124276,"Psychology",105,1186
"162","f3mg7mdp","topic25",0.001006819364,"Political Science","f3z899h3","topic25",0.00136987614,"Sociology",1090,1532
"163","f30g3h73","topic19",0.000348,"Geological Sciences","f3668b8g","topic19",0.11679865,"Latin American and Iberian Studies",31,239
"164","f3k07284","topic19",0.01508723422,"Philosophy","f3ws8t2n","topic19",0.000402,"Theater Studies",1014,1446
"165","f3k64g81","topic19",0.02688186875,"Economics","f3p26w15","topic19",0.161044892,"Latin American and Iberian Studies",1026,1036
"166","f3765c7m","topic3",0.1359017474,"Computer Science","f39c6vcx","topic3",0.01911204649,"Counseling, Clinical and School Psychology",430,415
"167","f39s1p4z","topic19",0.000551,"Music","f3qj7f8f","topic19",0.000457,"Mechanical Engineering",585,1127
"168","f300009t","topic19",0.00114441876,"Molecular, Cellular and Developmental Biology","f36m34z6","topic19",0.03210664496,"Education",7,260
"169","f34j0c77","topic25",0.01173869745,"Spanish","f3wh2mzs","topic25",0.001842665759,"Music",273,1423
"170","f389140d","topic13",0.2522959511,"Education, Joint Program Cal Poly SLO","f3t43r6j","topic13",0.0708031713,"Economics",500,1285
"171","f3dz0687","topic25",0.00941427527,"Sociology","f3t43r2r","topic25",0.001066618032,"Political Science",778,1283
"172","f34t6gf6","topic17",0.000493,"Mathematics","f3tx3c98","topic17",0.1091925421,"Sociology",290,1329
"173","f30z71fb","topic25",0.001264639353,"East Asian Languages and Cultural Studies","f3vh5kxr","topic25",0.001808918851,"English",63,1366
"174","f32z13fh","topic7",0.03964089545,"Environmental Science and Management","f3kw5cz1","topic7",0.2544660298,"Geography",177,911
"175","f3ms3qvb","topic7",0.2475629473,"Psychology","f3sx6bd1","topic7",0.03837290715,"Biomolecular Science and Engineering",1113,1273
"176","f3h13038","topic25",0.01638043491,"Chemical Engineering","f3hq3wtb","topic25",0.09727018146,"Electrical and Computer Engineering",901,784
"177","f3d21vkj","topic7",0.07359873775,"Linguistics","f3rv0kvg","topic7",0.002108340905,"Chemical Engineering",725,1206
"178","f3ff3qgd","topic17",0.000266,"Religious Studies","f3tb14tg","topic17",0.007830054949,"Chemistry",806,1292
"179","f37s7kw7","topic7",0.1908070151,"Communication","f3hq3wvs","topic7",0.001291675181,"Materials",468,785
"180","f3rj4gcc","topic7",0.2594627023,"Linguistics","f3vm49g8","topic7",0.000825,"History",1321,1376
"181","f3639mvr","topic19",0.000193,"Geological Sciences","f3pr7sxv","topic19",0.000785,"East Asian Languages and Cultures",367,1080
"182","f3c24tf5","topic7",0.1823228009,"Communication","f3k64g5p","topic7",0.2868727414,"Psychology",665,873
"183","f3668b8g","topic25",0.000885,"Latin American and Iberian Studies","f3fq9tsq","topic25",0.1856773974,"Computer Science - Engineering",374,673
"184","f3319sv6","topic25",0.008664975184,"Psychology","f3d21vkj","topic25",0.00446879197,"Linguistics",182,574
"185","f39k485h","topic7",0.3686428515,"Psychology","f3th8jnk","topic7",0.09709149322,"Psychology",573,1305
"186","f3kw5cz1","topic7",0.2544660298,"Geography","f3sx6b9p","topic7",0.05221880013,"Comparative Literature",1059,1270
"187","f3c827gw","topic25",0.006720029854,"Psychological and Brain Sciences","f3vt1q71","topic25",0.001685448442,"Psychology",679,1385
"188","f37p8wb4","topic7",0.05517550608,"Mechanical Engineering","f3pc30fr","topic7",0.0012982922,"Music",460,1058
"189","f31g0jfc","topic7",0.000882,"Mechanical Engineering","f3tt4p43","topic7",0.007928900068,"French and Italian",91,1327
"190","f3ng4nmz","topic7",0.06912263165,"Ecology, Evolution and Marine Biology","f3r49nzt","topic7",0.1145062225,"Environmental Science and Management",1152,1165
"191","f3b85692","topic19",0.000253,"Computer Science","f3kh0k8v","topic19",0.02458739531,"Molecular, Cellular and Developmental Biology",619,887
"192","f38050tx","topic19",0.000407,"Geography","f3r49p0p","topic19",0.009151186082,"Materials",483,1166
"193","f34749pn","topic7",0.06111975456,"Computer Science","f3fx77jv","topic7",0.003939074166,"Electrical and Computer Engineering",258,686
"194","f3wq01rc","topic25",0.001297874509,"Physics","f3x63jtr","topic25",0.000922,"Theater Studies",1512,1465
"195","f35m63m4","topic19",0.000345,"Computer Science","f3kh0kf3","topic19",0.000376,"Geography, Joint Program SDSU",337,890
"196","f3h41pk3","topic7",0.01608977493,"Biomolecular Science and Engineering","f3np22np","topic7",0.1496132538,"Environmental Science and Management",908,1022
"197","f38s4n3x","topic7",0.04810615383,"Classics","f3ww7fmx","topic7",0.06581763352,"Statistics and Applied Probability",528,1448
"198","f30g3h73","topic25",0.05565240572,"Geological Sciences","f3fb50wt","topic25",0.07160558824,"Chemistry",31,648
"199","f3qz27xq","topic7",0.002974392434,"Physics","f3ww7frq","topic7",0.001430169166,"Religious Studies",1288,1450
"200","f3m61h58","topic7",0.01137364911,"Chemistry","f3s46q5h","topic7",0.00196148075,"Statistics and Applied Probability",1072,1228
"201","f38w3bgs","topic19",0.1668593326,"Geography","f3dr2sdr","topic19",0.00076,"Chemical Engineering",533,612
"202","f3bz6448","topic25",0.005864415324,"Religious Studies","f3gq6vx3","topic25",0.04367082757,"Spanish and Portuguese",658,732
"203","f3tx3chz","topic7",0.00271909351,"Linguistics","f3vh5m1h","topic7",0.01028002561,"Earth Science",1445,1369
"204","f3542krc","topic25",0.000476,"French","f39p2zkf","topic25",0.1467304392,"Electrical and Computer Engineering",307,430
"205","f35q4t6q","topic25",0.000967,"Music","f3gf0rpp","topic25",0.04253741001,"Electrical and Computer Engineering",345,713
"206","f34b2z8d","topic13",0.01201815635,"Art History","f3s75d8s","topic13",0.01414027208,"Art History",260,1229
"207","f30z71dw","topic19",0.02342439758,"Theater Studies","f3wh2n6b","topic19",0.09798824896,"Environmental science and management",62,1428
"208","f34x55xd","topic8",0.007583357054,"Global and International Studies","f3vq30m0","topic8",0.02248033979,"Counseling, Clinical and School Psychology",297,1378
"209","f37h1ggk","topic25",0.001033147632,"Education, Joint Program Cal Poly SLO","f3q81cwn","topic25",0.02335310169,"Department of Economics",449,1114
"210","f3445jd9","topic7",0.04016768565,"Statistics and Applied Probability","f3qj7ffp","topic7",0.2514020313,"Psychology",246,1130
"211","f3862dnk","topic25",0.02228744118,"Materials","f39g5js7","topic25",0.09794884582,"and San Diego State University. Geography",495,419
"212","f3154f15","topic7",0.001946416194,"Applied Mathematics","f3np22ks","topic7",0.123342356,"Global and International Studies",70,1020
"213","f3dn436h","topic7",0.002386263499,"Chemical Engineering","f3rj4gjm","topic7",0.002024145358,"Music",760,1188
"214","f3d21vqb","topic25",0.001084179866,"Ecology, Evolution and Marine Biology","f3j1019j","topic25",0.000914,"Counseling, Clinical and School Psychology",727,807
"215","f36d5r2p","topic7",0.1035445064,"Geography","f36w99wd","topic7",0.05747818924,"Comparative Literature",384,278
"216","f3057d21","topic7",0.02312199489,"Geography","f3k072cg","topic7",0.01269855383,"Materials",15,865
"217","f3833pz8","topic7",0.001253347491,"History","f3cn7224","topic7",0.002320709818,"Feminist Studies",485,548
"218","f33b5zxr","topic25",0.05026041243,"Education","f3vm498k","topic25",0.01338292278,"Classics",206,1372
"219","f38w3bgs","topic17",0.139904035,"Geography","f3w9579s","topic17",0.000348,"Religious Studies",533,1416
"220","f39021xv","topic25",0.001482999792,"Spanish","f3kw5d1b","topic25",0.04791812784,"Materials",541,913
"221","f3639mxn","topic19",0.00034,"Communication","f3c82769","topic19",0.000338,"Chemical Engineering",369,524
"222","f3p26w7v","topic19",0.0736995654,"Film and Media Studies","f3td9vfz","topic19",0.000469,"Materials",1185,1302
"223","f3pc30fr","topic19",0.000359,"Music","f3xg9p9q","topic19",0.000374,"Materials",1202,1486
"224","f3j964fm","topic25",0.001471949536,"English","f3z899jj","topic25",0.002032230649,"History",973,1533
"225","f3m906kk","topic7",0.005991410667,"History","f3ng4ntn","topic7",0.001488987553,"Chemistry",1080,1011
"226","f3707zjc","topic7",0.05461747265,"Ecology, Evolution and Marine Biology","f3cf9n2v","topic7",0.005962907966,"Materials",419,536
